property_id,title,monthly_int,link,address,agent_name,bed_number_smap,number_of_photos_overall_score,number_of_photos_overall_count,number_of_bedroom_photos_score,number_of_bedroom_photos_count,wide_lenses_score,wide_lenses_count,overprocessed_score,overprocessed_count,natural_light_score,natural_light_count,no_carpet_score,no_carpet_count,active
68088122,3 bed flat to rent,3445,https://www.zoopla.co.uk/to-rent/details/68088122/,"Union Road, Clapham North, London SW4",Foxtons - Battersea,3,1,7,1,4,0.499,7,0.29185714285714287,7,0.694,14,0.5304285714285715,7,1
68088155,3 bed flat to rent,2900,https://www.zoopla.co.uk/to-rent/details/68088155/,"Ricards Road, Wimbledon, London SW19",Foxtons - Wimbledon,3,0,0,0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,1
68088197,3 bed flat to rent,15600,https://www.zoopla.co.uk/to-rent/details/68088197/,"Carnation Way, London SW8",JLL - Nine Elms,3,1,20,0,2,0.5397619047619048,21,0.417952380952381,21,0.527,42,0.5367619047619048,21,1
68088199,3 bed flat to rent,6067,https://www.zoopla.co.uk/to-rent/details/68088199/,"Carnation Way, London SW8",JLL - Nine Elms,3,1,15,1,3,0.544,15,0.324,15,0.571,30,0.5692666666666667,15,1
68088454,3 bed maisonette to rent,3300,https://www.zoopla.co.uk/to-rent/details/68088454/,"Mantilla Road, London SW17",Winkworth - Tooting,3,1,7,1,3,0.515125,8,0.281625,8,0.804,16,0.45425,8,1
68088489,3 bed terraced house to rent,2400,https://www.zoopla.co.uk/to-rent/details/68088489/,"Malton Street, London SE18",James Gorey Estate Agents - South East London and North Kent,3,1,11,0,1,0.44336363636363635,11,0.3238181818181818,11,0.714,22,0.7575454545454545,11,1
68088963,3 bed flat to rent,5200,https://www.zoopla.co.uk/to-rent/details/68088963/,"Chester Close North, London NW1",Mayfair Square,3,0,0,0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,1
68089008,3 bed flat to rent,2500,https://www.zoopla.co.uk/to-rent/details/68089008/,"Rokesby Place, Wembley HA0",OpenRent,3,0,4,0,1,0.521,4,0.4885,4,0.582,8,0.33275,4,1
68089051,3 bed semi-detached house to rent,2300,https://www.zoopla.co.uk/to-rent/details/68089051/,"Elsa Road, Welling, London DA16",OpenRent,3,1,8,0,0,0.504,8,0.444,8,0.664,16,0.63775,8,1
68089070,3 bed flat to rent,2995,https://www.zoopla.co.uk/to-rent/details/68089070/,"Benwell Road, London N7",OpenRent,3,1,13,1,5,0.46742857142857147,14,0.3677142857142857,14,0.498,28,0.3844285714285714,14,1
68089130,3 bed flat to rent,5850,https://www.zoopla.co.uk/to-rent/details/68089130/,"Cromwell Road, London SW7",Landstones,3,1,17,0,2,0.5229444444444444,18,0.26583333333333337,18,0.639,36,0.6617777777777777,18,1
68089167,3 bed flat to rent,4264,https://www.zoopla.co.uk/to-rent/details/68089167/,"2, New Lion Way, London SE17",Living by Lendlease - Park Central East,3,1,19,0,0,0.51625,20,0.29795,20,0.676,40,0.6975,20,1
68089442,3 bed terraced house to rent,2700,https://www.zoopla.co.uk/to-rent/details/68089442/,"Vanbrugh Hill, London SE10",OpenRent,3,1,6,0,1,0.5043333333333333,6,0.6338333333333334,6,0.383,12,0.5105,6,1
68089491,3 bed semi-detached house to rent,2000,https://www.zoopla.co.uk/to-rent/details/68089491/,"Sipson Road, West Drayton UB7",Oakwood Estates,3,1,7,0,1,0.3965714285714285,7,0.22957142857142857,7,0.595,14,0.8085714285714286,7,1
68089495,3 bed flat to rent,2600,https://www.zoopla.co.uk/to-rent/details/68089495/,"Old Farm Road, London N2",Jeremy Leaf & Co,3,1,13,1,3,0.4928461538461538,13,0.34700000000000003,13,0.792,26,0.5482307692307692,13,1
68089496,3 bed flat to rent,2900,https://www.zoopla.co.uk/to-rent/details/68089496/,"Finchley Road, London NW11",Jeremy Leaf & Co,3,1,9,1,4,0.4961111111111111,9,0.30477777777777776,9,0.727,18,0.3808888888888889,9,1
68089509,3 bed flat to rent,3950,https://www.zoopla.co.uk/to-rent/details/68089509/,"Lincoln Plaza, London E14",Waterfronts,3,1,7,0,2,0.5412857142857143,7,0.506,7,0.591,14,0.5237142857142857,7,1
68089559,3 bed flat to rent,6500,https://www.zoopla.co.uk/to-rent/details/68089559/,"Portman Square, Marylebone, London W1H",McGlashans Property Services,3,1,12,1,5,0.4945,12,0.2871666666666667,12,0.609,24,0.57025,12,1
68089716,3 bed flat to rent,4312,https://www.zoopla.co.uk/to-rent/details/68089716/,"Collingham Place, Earls Court, London SW5",Foxtons - Earls Court,3,1,7,1,4,0.45299999999999996,7,0.4202857142857143,7,0.7,14,0.6565714285714286,7,1
68089717,3 bed flat to rent,3800,https://www.zoopla.co.uk/to-rent/details/68089717/,"Fulham Road, Chelsea, London SW10",Foxtons - Earls Court,3,1,9,1,6,0.44922222222222224,9,0.259,9,0.704,18,0.7895555555555556,9,1
68094474,1 bed flat to rent,5000,https://www.zoopla.co.uk/to-rent/details/68094474/,"Strand, London WC2R",Hamptons - City & West End Lettings,1,1,26,1,4,0.517,26,0.474,26,0.466,52,0.538,26,1
68095455,1 bed flat to rent,4680,https://www.zoopla.co.uk/to-rent/details/68095455/,"Garrett Mansions, Edgware Road, London W2",Plaza Estates,1,1,6,1,2,0.501,6,0.295,6,0.563,12,0.534,6,1
68101263,1 bed flat to rent,1799,https://www.zoopla.co.uk/to-rent/details/68101263/,"Chelverton Road, Putney SW15",ezy lettings,1,0,4,1,1,0.428,4,0.252,4,0.671,8,0.545,4,1
68104779,1 bed flat to rent,2100,https://www.zoopla.co.uk/to-rent/details/68104779/,"Beaumont Road, Southfields, London SW19",Foxtons - Putney,1,1,7,1,2,0.52,7,0.416,7,0.716,14,0.453,7,1
68107934,1 bed flat to rent,1250,https://www.zoopla.co.uk/to-rent/details/68107934/,"Streatham High Road, Streatham SW16",ezy lettings,1,0,3,1,1,0.434,3,0.221,3,0.589,6,0.565,3,1
68112450,1 bed flat to rent,2200,https://www.zoopla.co.uk/to-rent/details/68112450/,"Jersey Court, Dairy Close, London SW6",Knightsbridge Land,1,1,11,0,0,0.446,11,0.301,11,0.668,22,0.729,11,1
68112794,1 bed flat to rent,2850,https://www.zoopla.co.uk/to-rent/details/68112794/,"Marsh Wall, Hampton Tower E14",Properly,1,1,10,1,2,0.523,10,0.257,10,0.58,20,0.736,10,1
68113320,1 bed flat to rent,2000,https://www.zoopla.co.uk/to-rent/details/68113320/,"North End Road, Wembley HA9",Knightsbridge Land,1,1,5,1,2,0.542,5,0.482,5,0.636,10,0.693,5,1
68114837,1 bed flat to rent,1600,https://www.zoopla.co.uk/to-rent/details/68114837/,"Howard Road, Stanmore HA7",Foxtons - Stanmore,1,0,4,1,2,0.536,5,0.396,5,0.761,10,0.438,5,1
68118748,1 bed flat to rent,1950,https://www.zoopla.co.uk/to-rent/details/68118748/,"Boundary Road, London NW8",Kinleigh Folkard & Hayward - St John's Wood Lettings,1,1,6,1,2,0.519,6,0.237,6,0.612,12,0.751,6,1
68118919,1 bed flat to rent,2600,https://www.zoopla.co.uk/to-rent/details/68118919/,"Abbey Road, London NW8",Kinleigh Folkard & Hayward - St John's Wood Lettings,1,1,7,1,2,0.476,7,0.474,7,0.64,14,0.686,7,1
68121011,1 bed flat to rent,2817,https://www.zoopla.co.uk/to-rent/details/68121011/,"Carroll House, Lancaster Gate, London W2",Foxtons - Notting Hill,1,1,6,1,1,0.474,6,0.23,6,0.782,12,0.687,6,1
68121022,1 bed flat to rent,1550,https://www.zoopla.co.uk/to-rent/details/68121022/,"Framfield Road, Tooting CR4",Foxtons - Tooting,1,1,8,1,2,0.444,8,0.253,8,0.799,16,0.806,8,1
68121026,1 bed flat to rent,2000,https://www.zoopla.co.uk/to-rent/details/68121026/,"Rye Lane, Peckham Rye, London SE15",Foxtons - Peckham,1,1,7,1,3,0.481,7,0.25,7,0.681,14,0.79,7,1
68125054,1 bed flat to rent,3230,https://www.zoopla.co.uk/to-rent/details/68125054/,"Vauxhall, London SW8",Blueground,1,1,22,1,2,0.485,23,0.625,23,0.502,46,0.499,23,1
68125693,1 bed flat to rent,1550,https://www.zoopla.co.uk/to-rent/details/68125693/,"Connolly Road, Hanwell W7",Hamly Real Estate Ltd,1,1,8,1,3,0.48,8,0.324,8,0.555,16,0.458,8,1
68131552,1 bed flat to rent,1800,https://www.zoopla.co.uk/to-rent/details/68131552/,"Thatchers Way, Isleworth TW7",Foxtons - Richmond & Twickenham,1,1,6,1,2,0.48,6,0.242,6,0.868,12,0.363,6,1
68131915,1 bed flat to rent,2100,https://www.zoopla.co.uk/to-rent/details/68131915/,"Orsett Terrace, London W2",Kinleigh Folkard & Hayward - Bayswater Lettings,1,0,1,0,0,0.377,1,0.635,1,0.579,2,0.146,1,1
68132912,1 bed flat to rent,3012,https://www.zoopla.co.uk/to-rent/details/68132912/,"Abbey Orchard Street, London SW1P",Find My Home,1,1,6,1,2,0.45,6,0.296,6,0.76,12,0.543,6,1
68134172,1 bed flat to rent,3250,https://www.zoopla.co.uk/to-rent/details/68134172/,"Paul Street, Shoreditch, London EC2A",Foxtons - Shoreditch,1,0,4,1,1,0.449,5,0.249,5,0.651,10,0.567,5,1
68137437,1 bed flat to rent,1500,https://www.zoopla.co.uk/to-rent/details/68137437/,"Sovereign Place, Harrow, Middlesex HA1",Winkworth - Harrow,1,1,5,0,0,0.476,6,0.378,6,0.511,12,0.714,6,1
68137456,1 bed flat to rent,1350,https://www.zoopla.co.uk/to-rent/details/68137456/,"Beardsley Way, London W3",Fenners,1,0,4,0,0,0.431,5,0.271,5,0.768,10,0.504,5,1
68137485,1 bed flat to rent,1250,https://www.zoopla.co.uk/to-rent/details/68137485/,"Crossley Apartments, 750-754 Bath Road, Cranford TW5",Coopers Residential - Uxbridge,1,1,5,1,2,0.416,5,0.213,5,0.49,10,0.785,5,1
68137498,1 bed flat to rent,2145,https://www.zoopla.co.uk/to-rent/details/68137498/,"Lower Addison Gardens, Holland Park, London W14",Foxtons - Notting Hill,1,1,6,1,2,0.494,6,0.206,6,0.748,12,0.466,6,1
68137502,1 bed flat to rent,1250,https://www.zoopla.co.uk/to-rent/details/68137502/,"Crossley Mead, 750-754 Bath Road, Cranford TW5",Coopers Residential - Uxbridge,1,0,4,1,1,0.471,4,0.249,4,0.844,8,0.722,4,1
68137505,1 bed flat to rent,1650,https://www.zoopla.co.uk/to-rent/details/68137505/,"Lithos Mansions, Lithos Road, Finchley Road NW3",Excel Property Services,1,1,11,1,4,0.52,11,0.315,11,0.609,22,0.566,11,1
68137507,1 bed flat to rent,1500,https://www.zoopla.co.uk/to-rent/details/68137507/,"Schoolhouse Yard, Woolwich, London SE18",Foxtons - Woolwich,1,1,5,1,1,0.439,5,0.258,5,0.514,10,0.823,5,1
68137525,1 bed flat to rent,1400,https://www.zoopla.co.uk/to-rent/details/68137525/,"Main Road, Sidcup DA14",2 Let Homes,1,1,10,1,3,0.483,10,0.254,10,0.818,20,0.729,10,1
68137529,1 bed flat to rent,2600,https://www.zoopla.co.uk/to-rent/details/68137529/,"Old Marylebone Road, London NW1",Kinleigh Folkard & Hayward - Marylebone Lettings,1,1,6,1,1,0.494,6,0.184,6,0.868,12,0.689,6,1
68137649,1 bed flat to rent,2450,https://www.zoopla.co.uk/to-rent/details/68137649/,"Titchfield Road, London NW8",Properties Actually Limited,1,1,5,0,0,0.461,5,0.339,5,0.682,10,0.866,5,1
68137812,1 bed flat to rent,1600,https://www.zoopla.co.uk/to-rent/details/68137812/,"Renness Road, London E17",Property Spot Services,1,0,3,1,1,0.411,3,0.278,3,0.719,6,0.89,3,1
68137861,1 bed flat to rent,1850,https://www.zoopla.co.uk/to-rent/details/68137861/,"Gordon House Road, London NW5",Dexters - Highgate,1,0,4,1,1,0.481,4,0.205,4,0.659,8,0.419,4,1
68137905,1 bed flat to rent,2430,https://www.zoopla.co.uk/to-rent/details/68137905/,"Shoreditch, London E2",Blueground,1,1,10,1,3,0.443,12,0.624,12,0.668,24,0.573,12,1
68137939,1 bed flat to rent,3250,https://www.zoopla.co.uk/to-rent/details/68137939/,"Palmer Road, London SW11",JLL - Nine Elms,1,1,11,1,2,0.54,11,0.471,11,0.642,22,0.424,11,1
68137961,1 bed flat to rent,2000,https://www.zoopla.co.uk/to-rent/details/68137961/,"Tufnell Park Road, London N7",Matthew James & Co Ltd,1,0,4,1,2,0.431,4,0.322,4,0.601,8,0.375,4,1
68138024,1 bed flat to rent,3575,https://www.zoopla.co.uk/to-rent/details/68138024/,"Warwick Lane, London W14",Knight Frank - Kensington Lettings,1,1,8,1,2,0.556,8,0.381,8,0.631,16,0.493,8,1
68138026,1 bed flat to rent,1650,https://www.zoopla.co.uk/to-rent/details/68138026/,"Burstock Road, London SW15",Fenners,1,0,4,1,1,0.364,5,0.25,5,0.561,10,0.423,5,1
68138094,1 bed flat to rent,2250,https://www.zoopla.co.uk/to-rent/details/68138094/,"Hackney Road, Shoreditch E2",Peach Properties,1,1,9,1,3,0.456,9,0.244,9,0.585,18,0.358,9,1
68138212,1 bed flat to rent,1400,https://www.zoopla.co.uk/to-rent/details/68138212/,"St Andrew's Close, Isleworth TW7",Anderson Knight,1,1,8,1,3,0.437,8,0.283,8,0.652,16,0.739,8,1
68138238,1 bed flat to rent,1900,https://www.zoopla.co.uk/to-rent/details/68138238/,"Evelyn Street, Surrey Quays SE8",Route Estates,1,0,4,0,0,0.509,4,0.402,4,0.816,8,0.569,4,1
68138246,1 bed flat to rent,2000,https://www.zoopla.co.uk/to-rent/details/68138246/,"Sutterton Street, London N7",Dexters - Islington,1,1,5,1,1,0.439,5,0.213,5,0.576,10,0.727,5,1
68138254,1 bed flat to rent,2600,https://www.zoopla.co.uk/to-rent/details/68138254/,"Cheyne Walk, Chelsea SW3",Maskells,1,0,4,1,1,0.479,4,0.187,4,0.775,8,0.704,4,1
68138285,1 bed flat to rent,1950,https://www.zoopla.co.uk/to-rent/details/68138285/,"Sulgrave Road, London W6",Kinleigh Folkard & Hayward - Brook Green Lettings,1,1,7,1,1,0.395,7,0.293,7,0.502,14,0.781,7,1
68138298,1 bed flat to rent,2130,https://www.zoopla.co.uk/to-rent/details/68138298/,"Canonbury Heights East, 9 Henshall Street N1",Chestertons - Islington,1,0,4,1,1,0.465,4,0.33,4,0.655,8,0.767,4,1
68138312,1 bed flat to rent,2600,https://www.zoopla.co.uk/to-rent/details/68138312/,"Flaxman Terrace, Bloomsbury, London WC1H",Foxtons - West End,1,0,4,1,1,0.489,4,0.477,4,0.822,8,0.729,4,1
68138396,1 bed flat to rent,2383,https://www.zoopla.co.uk/to-rent/details/68138396/,"Cromwell Road, London SW5",Druce Kensington,1,0,3,0,0,0.475,3,0.373,3,0.688,6,0.702,3,1
68138406,1 bed flat to rent,2500,https://www.zoopla.co.uk/to-rent/details/68138406/,"Fulham Road, London SW6",Kinleigh Folkard & Hayward - Fulham and Parsons Green Lettings,1,1,9,1,3,0.434,9,0.271,9,0.681,18,0.497,9,1
68138492,Room to rent,1500,https://www.zoopla.co.uk/to-rent/details/68138492/,"Offers Court, Winery Lane KT1",Chestertons - Kingston,1,0,3,1,2,0.476,4,0.249,4,0.607,8,0.524,4,1
68138524,1 bed flat to rent,2752,https://www.zoopla.co.uk/to-rent/details/68138524/,"Lexham Gardens, London W8",Berkeley & Woods,1,1,8,1,2,0.438,8,0.263,8,0.51,16,0.522,8,1
68138537,1 bed flat to rent,2999,https://www.zoopla.co.uk/to-rent/details/68138537/,"One Thames Quay, Marsh Wall, London E14",JOHNS&CO - Canary Wharf,1,1,6,1,1,0.559,6,0.305,6,0.657,12,0.472,6,1
68138667,1 bed flat to rent,2050,https://www.zoopla.co.uk/to-rent/details/68138667/,"Zinc Street, Sugar House Island E15",JLL - Stratford,1,1,9,1,1,0.517,9,0.364,9,0.644,18,0.528,9,1
68138816,1 bed flat to rent,1600,https://www.zoopla.co.uk/to-rent/details/68138816/,"Ardross Court, 150 Creffield Road, Acton W3",Japan Services,1,1,5,1,1,0.437,5,0.184,5,0.627,10,0.756,5,1
68138831,1 bed flat to rent,1650,https://www.zoopla.co.uk/to-rent/details/68138831/,"Britannia Point, 7-9 Christchurch Road, Colliers Wood, London, Flat SW19",Criterion Hospitality,1,1,10,1,2,0.52,10,0.199,10,0.632,20,0.684,10,1
68138849,1 bed flat to rent,1350,https://www.zoopla.co.uk/to-rent/details/68138849/,"Canterbury House, Sydenham Road, East Croydon CR0",Criterion Hospitality,1,1,6,0,0,0.391,6,0.237,6,0.579,12,0.814,6,1
68138866,1 bed flat to rent,1499,https://www.zoopla.co.uk/to-rent/details/68138866/,"Burnley Road, London NW10",Black Katz - West Hampstead,1,0,0,0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,1
68138895,1 bed flat to rent,1350,https://www.zoopla.co.uk/to-rent/details/68138895/,"Delta Point, Wellesley Road, Croydon CR0",Criterion Hospitality,1,1,10,0,0,0.497,10,0.286,10,0.656,20,0.695,10,1
68138917,1 bed flat to rent,1350,https://www.zoopla.co.uk/to-rent/details/68138917/,"Delta Point, Wellesley Road, Croydon CR0",Criterion Hospitality,1,1,10,0,0,0.497,10,0.286,10,0.656,20,0.695,10,1
68138922,1 bed flat to rent,1450,https://www.zoopla.co.uk/to-rent/details/68138922/,"Richens Close, Hounslow TW3",Marcus Telford,1,0,0,0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,1
68138967,1 bed flat to rent,2500,https://www.zoopla.co.uk/to-rent/details/68138967/,"South Hill Park, Hampstead NW3",Amberden Estates,1,0,4,0,0,0.43,4,0.202,4,0.717,8,0.755,4,1
68138971,1 bed flat to rent,1800,https://www.zoopla.co.uk/to-rent/details/68138971/,"Beverley Way, London SW20",Hamptons - BTR London,1,1,7,1,1,0.551,7,0.382,7,0.713,14,0.472,7,1
68139001,1 bed flat to rent,3497,https://www.zoopla.co.uk/to-rent/details/68139001/,"Provost Street, Hoxton, London N1",Foxtons - Islington,1,0,0,0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,1
68139004,1 bed flat to rent,1900,https://www.zoopla.co.uk/to-rent/details/68139004/,"Evelyn Street, London SE8",Hawkes Properties Ltd,1,1,8,0,0,0.461,8,0.381,8,0.804,16,0.728,8,1
68139015,1 bed flat to rent,3445,https://www.zoopla.co.uk/to-rent/details/68139015/,"Queen's Gate Gardens, South Kensington, London SW7",Foxtons - South Kensington,1,1,5,1,1,0.478,5,0.196,5,0.619,10,0.592,5,1
68139045,1 bed flat to rent,1350,https://www.zoopla.co.uk/to-rent/details/68139045/,"Northumberland House, 27 Wellesley Road, Sutton SM2",Criterion Hospitality,1,1,7,0,0,0.446,7,0.194,7,0.503,14,0.843,7,1
68139073,1 bed flat to rent,1350,https://www.zoopla.co.uk/to-rent/details/68139073/,"Northumberland House, 27 Wellesley Road, Sutton SM2",Criterion Hospitality,1,1,7,0,0,0.446,7,0.194,7,0.503,14,0.843,7,1
68139095,1 bed flat to rent,1350,https://www.zoopla.co.uk/to-rent/details/68139095/,"Northumberland House, 27 Wellesley Road, Sutton SM2",Criterion Hospitality,1,1,7,0,0,0.446,7,0.194,7,0.503,14,0.843,7,1
68139148,1 bed flat to rent,1400,https://www.zoopla.co.uk/to-rent/details/68139148/,"Northumberland House, 27 Wellesley Road, Sutton SM2",Criterion Hospitality,1,1,7,0,0,0.446,7,0.194,7,0.503,14,0.843,7,1
68139151,1 bed flat to rent,4117,https://www.zoopla.co.uk/to-rent/details/68139151/,"8 Carnation Way, Thames City, London SW8",Coopers of London,1,1,6,1,2,0.482,6,0.275,6,0.553,12,0.556,6,1
68139155,1 bed flat to rent,2700,https://www.zoopla.co.uk/to-rent/details/68139155/,"Lawn Road, London NW3",Hadleigh Residential,1,1,8,0,0,0.494,8,0.231,8,0.666,16,0.836,8,1
68139158,1 bed flat to rent,1850,https://www.zoopla.co.uk/to-rent/details/68139158/,"Beverley Way, London SW20",Hamptons - Esher Lettings,1,1,8,1,1,0.514,8,0.396,8,0.543,16,0.502,8,1
68139306,1 bed flat to rent,2150,https://www.zoopla.co.uk/to-rent/details/68139306/,"Great Eastern Road, London E15",JLL - Stratford,1,1,13,1,1,0.51,13,0.313,13,0.596,26,0.405,13,1
68139319,1 bed maisonette to rent,1500,https://www.zoopla.co.uk/to-rent/details/68139319/,"Tiverton Road, London N15",Zen Homes,1,1,6,1,1,0.516,6,0.463,6,0.807,12,0.702,6,1
68139323,1 bed flat to rent,1650,https://www.zoopla.co.uk/to-rent/details/68139323/,"Frognal Avenue, Harrow-On-The-Hill, Harrow HA1",Gravity Estates,1,0,4,1,1,0.468,6,0.252,6,0.852,12,0.363,6,1
68139393,1 bed flat to rent,2383,https://www.zoopla.co.uk/to-rent/details/68139393/,"Golden Lane Estate, London EC1Y",Frank Harris & Co - London,1,1,6,1,2,0.424,6,0.185,6,0.577,12,0.34,6,1
68139446,1 bed property to rent,850,https://www.zoopla.co.uk/to-rent/details/68139446/,"Smithy Street, London, Greater London. E1",Hawk & Eagle Property Consultants,1,1,6,1,1,0.429,6,0.378,6,0.391,12,0.681,6,1
68139488,1 bed flat to rent,3250,https://www.zoopla.co.uk/to-rent/details/68139488/,"Scott Ellis Gardens, London NW8",eXp World UK,1,1,6,1,2,0.48,6,0.252,6,0.732,12,0.735,6,1
68139523,1 bed flat to rent,1700,https://www.zoopla.co.uk/to-rent/details/68139523/,"Capitol Way, Edgware NW9",Stonebanks,1,1,6,1,1,0.488,6,0.246,6,0.473,12,0.721,6,1
68139579,1 bed flat to rent,2400,https://www.zoopla.co.uk/to-rent/details/68139579/,"Lower Marsh, London SE1",Criterion Hospitality,1,1,12,1,4,0.468,12,0.268,12,0.637,24,0.732,12,1
68139580,1 bed flat to rent,2200,https://www.zoopla.co.uk/to-rent/details/68139580/,"Daneland Walk, London N17",Unihood,1,1,9,1,2,0.528,9,0.362,9,0.649,18,0.512,9,1
68139642,1 bed flat to rent,2600,https://www.zoopla.co.uk/to-rent/details/68139642/,"Rosler Building, Ewer Street, Southwark, London SE1",Mariana Real Estate,1,1,7,1,2,0.476,8,0.212,8,0.543,16,0.363,8,1
68139721,1 bed flat to rent,2999,https://www.zoopla.co.uk/to-rent/details/68139721/,"Bartholomew House, London EC1A",JC Living,1,1,18,1,4,0.464,18,0.271,18,0.792,36,0.538,18,1
68139724,1 bed flat to rent,3150,https://www.zoopla.co.uk/to-rent/details/68139724/,"Bowden House, 9 Palmer Road, London SW11",SJW Property Management Limited,1,1,8,1,2,0.467,9,0.406,9,0.488,18,0.592,9,1
68139726,Room to rent,1250,https://www.zoopla.co.uk/to-rent/details/68139726/,"Westbourne Terrace Road, London W2",KPIG,1,1,8,1,2,0.536,8,0.231,8,0.717,16,0.525,8,1
68139741,1 bed flat to rent,1998,https://www.zoopla.co.uk/to-rent/details/68139741/,"Richford Street, London W6",Fletcher Estates - Brook Green,1,1,7,1,1,0.442,7,0.239,7,0.794,14,0.463,7,1
68139745,1 bed flat to rent,2900,https://www.zoopla.co.uk/to-rent/details/68139745/,"The Spectrum Buildings, London N1",OpenRent,1,1,9,1,3,0.509,9,0.369,9,0.638,18,0.517,9,1
68139750,1 bed flat to rent,2800,https://www.zoopla.co.uk/to-rent/details/68139750/,"Chelsea, London SW10",OpenRent,1,1,9,1,2,0.446,9,0.367,9,0.493,18,0.347,9,1
68139781,1 bed maisonette to rent,2253,https://www.zoopla.co.uk/to-rent/details/68139781/,"South End Road, London NW3",OpenRent,1,1,5,1,1,0.51,5,0.424,5,0.559,10,0.392,5,1
68139787,1 bed flat to rent,1600,https://www.zoopla.co.uk/to-rent/details/68139787/,"Trafalgar Road, London SE10",OpenRent,1,0,4,1,1,0.486,4,0.359,4,0.705,8,0.35,4,1
68139791,Room to rent,840,https://www.zoopla.co.uk/to-rent/details/68139791/,"Kashgar Road, London SE18",OpenRent,1,0,4,1,2,0.505,4,0.339,4,0.636,8,0.4,4,1
68139793,1 bed flat to rent,1300,https://www.zoopla.co.uk/to-rent/details/68139793/,"South Norwood Hill, London SE25",OpenRent,1,1,9,1,4,0.521,10,0.296,10,0.546,20,0.59,10,1
68139797,1 bed flat to rent,1850,https://www.zoopla.co.uk/to-rent/details/68139797/,"Everly House Capitol Way, London NW9",OpenRent,1,1,15,0,0,0.514,15,0.414,15,0.579,30,0.577,15,1
68139799,1 bed flat to rent,2800,https://www.zoopla.co.uk/to-rent/details/68139799/,"Chelsea Manor Court, London SW3",OpenRent,1,1,8,1,1,0.414,8,0.427,8,0.723,16,0.521,8,1
68139806,1 bed flat to rent,2100,https://www.zoopla.co.uk/to-rent/details/68139806/,"Jamestown Way, London E14",OpenRent,1,1,5,1,2,0.451,5,0.458,5,0.419,10,0.528,5,1
68139821,1 bed flat to rent,1300,https://www.zoopla.co.uk/to-rent/details/68139821/,"Colin Gardens, London NW9",OpenRent,1,1,17,1,1,0.447,17,0.426,17,0.68,34,0.516,17,1
68139826,1 bed flat to rent,4985,https://www.zoopla.co.uk/to-rent/details/68139826/,"Kings Road, London SW3",OpenRent,1,1,8,1,2,0.487,8,0.428,8,0.633,16,0.562,8,1
68139828,1 bed flat to rent,1450,https://www.zoopla.co.uk/to-rent/details/68139828/,"Madison Court, Hercies Road, Hillingdon UB10",Coopers Residential - Hillingdon,1,1,6,0,0,0.433,6,0.279,6,0.508,12,0.829,6,1
68139845,1 bed property to rent,850,https://www.zoopla.co.uk/to-rent/details/68139845/,"Smithy Street, London, Greater London. E1",Hawk & Eagle Property Consultants,1,1,10,1,4,0.413,10,0.334,10,0.52,20,0.751,10,1
68139846,1 bed flat to rent,1550,https://www.zoopla.co.uk/to-rent/details/68139846/,"Gisbey House, Union Lane, Isleworth TW7",Oakhill,1,0,4,0,0,0.43,4,0.163,4,0.53,8,0.523,4,1
68139852,Room to rent,1300,https://www.zoopla.co.uk/to-rent/details/68139852/,"Ebb Court, London E16",OpenRent,1,1,6,1,1,0.476,7,0.44,7,0.736,14,0.581,7,1
68139853,1 bed flat to rent,2600,https://www.zoopla.co.uk/to-rent/details/68139853/,"Grosvenor Road, Londres SW1V",OpenRent,1,1,5,1,1,0.547,6,0.33,6,0.612,12,0.478,6,1
68139866,1 bed flat to rent,2598,https://www.zoopla.co.uk/to-rent/details/68139866/,"North Gower Street, London NW1",OpenRent,1,1,7,1,2,0.469,7,0.477,7,0.798,14,0.558,7,1
68139915,Room to rent,1902,https://www.zoopla.co.uk/to-rent/details/68139915/,"The Glassworks, Grenan Square, Greenford UB6",Greystar - Greenford Quay,1,1,9,1,1,0.432,9,0.383,9,0.625,18,0.606,9,1
68139935,1 bed flat to rent,1500,https://www.zoopla.co.uk/to-rent/details/68139935/,"London Road SW16, Norbury, London,",Foxtons - Norbury,1,1,6,1,2,0.438,6,0.236,6,0.657,12,0.573,6,1
68139982,1 bed flat to rent,3575,https://www.zoopla.co.uk/to-rent/details/68139982/,"Upper Berkeley Street, London W1H",Cluttons - Hyde Park,1,1,6,1,1,0.451,6,0.26,6,0.605,12,0.699,6,1
68140026,1 bed flat to rent,2400,https://www.zoopla.co.uk/to-rent/details/68140026/,"Duckman Tower, Canary Wharf E14",Romans & Partners,1,1,9,1,2,0.538,9,0.47,9,0.653,18,0.492,9,1
68140165,1 bed flat to rent,1295,https://www.zoopla.co.uk/to-rent/details/68140165/,"Concorde Drive, London E6",Urban Sales and Lettings,1,1,17,1,3,0.425,17,0.254,17,0.62,34,0.786,17,1
68140185,1 bed flat to rent,1809,https://www.zoopla.co.uk/to-rent/details/68140185/,"The Glassworks, Grenan Square, Greenford UB6",Greystar - Greenford Quay,1,1,13,1,4,0.465,13,0.292,13,0.619,26,0.75,13,1
