property_id,title,monthly_int,link,address,agent_name,bed_number_smap,number_of_photos_overall_score,number_of_photos_overall_count,number_of_bedroom_photos_score,number_of_bedroom_photos_count,wide_lenses_score,wide_lenses_count,overprocessed_score,overprocessed_count,natural_light_score,natural_light_count,no_carpet_score,no_carpet_count,active
13880612,3 bed terraced house to rent,2799,https://www.zoopla.co.uk/to-rent/details/13880612/,"Sternhall Lane, London SE15",Kushy Move,3,1,9,1,4,0.49,9,0.22,9,0.62,9,0.49,9,1
16578165,3 bed terraced house to rent,2000,https://www.zoopla.co.uk/to-rent/details/16578165/,"Dagenham Avenue, Dagenham, Essex RM9",Stoneshaw Estates,3,1,14,1,3,0.45928571428571424,14,0.21285714285714286,14,0.685,28,0.2864285714285714,14,1
20841547,3 bed maisonette to rent,2492,https://www.zoopla.co.uk/to-rent/details/20841547/,"Rotherfield Street, Islington, London N1",City Property Consultants,3,1,7,1,5,0.46125,8,0.18875,8,0.879,16,0.38125,8,1
27434037,1 bed flat to rent,1500,https://www.zoopla.co.uk/to-rent/details/27434037/,"High Road, Willesden, London NW10",A to Z Property Services,1,1,7,1,3,0.47,7,0.35,7,0.67,7,0.13,7,1
28447288,1 bed flat to rent,1820,https://www.zoopla.co.uk/to-rent/details/28447288/,"Fortune Green Road, London NW6",Concept Studio Apartments,1,1,9,1,5,0.45,9,0.37,9,0.63,9,0.61,9,1
30447255,3 bed flat to rent,12978,https://www.zoopla.co.uk/to-rent/details/30447255/,"Ennismore Gardens, London SW7",Peerman Premier,3,1,10,0,1,0.5,10,0.22,10,0.69,10,0.38,10,1
33126906,3 bed flat to rent,3200,https://www.zoopla.co.uk/to-rent/details/33126906/,"Halton Road, London N1",Hanley Estates,3,1,6,1,3,0.42,7,0.22,7,0.83,7,0.39,7,1
34071035,1 bed flat to rent,1800,https://www.zoopla.co.uk/to-rent/details/34071035/,"Westpoint Apartments, Clarendon Road, Turnpike Lane N8",Alex Crown Lettings & Estate Agents,1,1,7,1,1,0.5,7,0.5,7,0.63,7,0.6,7,1
34905417,1 bed flat to rent,1800,https://www.zoopla.co.uk/to-rent/details/34905417/,"Ivy Point, 5 Hannaford Walk, Bromley By Bow, London E3",Domeview Properties,1,1,5,1,1,0.455,5,0.188,5,0.493,10,0.753,5,1
36451332,1 bed flat to rent,1650,https://www.zoopla.co.uk/to-rent/details/36451332/,"Roma Corte, 2 Elmira Street, Lewisham, London SE13",Domeview Properties,1,1,5,1,1,0.42,5,0.17,5,0.47,5,0.82,5,1
36978262,3 bed flat to rent,3800,https://www.zoopla.co.uk/to-rent/details/36978262/,"Tysoe Street, London EC1R",Parks Properties,3,1,6,0,2,0.43,6,0.18,6,0.84,6,0.78,6,1
38012269,1 bed flat to rent,1712,https://www.zoopla.co.uk/to-rent/details/38012269/,"Boundary Road, London NW8",Rent,1,1,8,1,2,0.438,8,0.211,8,0.607,16,0.769,8,1
38755491,3 bed flat to rent,3300,https://www.zoopla.co.uk/to-rent/details/38755491/,"Crewdson Road, London SW9",Avrasons Ltd,3,1,9,1,5,0.53,9,0.45,9,0.73,9,0.46,9,1
38757331,2 bed flat to rent,2500,https://www.zoopla.co.uk/to-rent/details/38757331/,"Oval Quarter, Oval, London SW9",Avrasons Ltd,2,1,9,1,3,0.48,10,0.29,10,0.64,10,0.54,10,1
38875273,1 bed flat to rent,1517,https://www.zoopla.co.uk/to-rent/details/38875273/,"Pulse Development, Colindale NW9",Becker and Company,1,1,6,1,1,0.58,6,0.14,6,0.59,6,0.66,6,1
38955850,1 bed flat to rent,1993,https://www.zoopla.co.uk/to-rent/details/38955850/,"Moore House, Canary Central, Canary Wharf, London E14",Jack Barclay Estates,1,1,5,0,0,0.432,5,0.346,5,0.295,10,0.549,5,1
39097798,3 bed flat to rent,6283,https://www.zoopla.co.uk/to-rent/details/39097798/,"Thackeray Street, Kensington W8",Thackerays,3,0,0,0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,1
39207568,1 bed flat to rent,2383,https://www.zoopla.co.uk/to-rent/details/39207568/,"Hastings Street, Kings Cross WC1H",Fyfe Mcdade Ltd,1,1,7,1,4,0.51,8,0.32,8,0.6,8,0.61,8,1
39445779,1 bed flat to rent,1600,https://www.zoopla.co.uk/to-rent/details/39445779/,"Montrell Road, London SW2",Avrasons Ltd,1,1,8,0,0,0.49,8,0.32,8,0.87,8,0.63,8,1
39461193,3 bed semi-detached house to rent,2200,https://www.zoopla.co.uk/to-rent/details/39461193/,"Oldfield Lane North, Greenford UB6",Connells - Harrow,3,1,25,1,4,0.4346153846153846,26,0.2423076923076923,26,0.698,52,0.8319230769230769,26,1
39976447,1 bed flat to rent,1900,https://www.zoopla.co.uk/to-rent/details/39976447/,"Cedar House, Emerald Gardens, Wembley Park HA9",Wembley Park Residential,1,0,3,1,1,0.474,4,0.221,4,0.508,8,0.733,4,1
40048363,2 bed flat to rent,2492,https://www.zoopla.co.uk/to-rent/details/40048363/,"Ability Place, 37 Millharbour, Canary Wharf, London E14",Monreal Shaw,2,1,8,1,3,0.5,8,0.29,8,0.44,8,0.53,8,1
40272190,3 bed flat to rent,4983,https://www.zoopla.co.uk/to-rent/details/40272190/,"East Harbet Road, Paddington W2",Goldschmidt & Howland - Little Venice,3,0,4,0,1,0.445,4,0.295,4,0.561,8,0.6375000000000001,4,1
40356679,1 bed flat to rent,1550,https://www.zoopla.co.uk/to-rent/details/40356679/,"Landor Road, Clapham North SW9",Tennison Property LLP,1,1,10,1,3,0.503,10,0.309,10,0.762,20,0.729,10,1
40559366,2 bed flat to rent,5200,https://www.zoopla.co.uk/to-rent/details/40559366/,"Cromwell Crescent, Kensington SW5",M2 Property Ltd,2,1,8,1,2,0.43,8,0.23,8,0.62,8,0.63,8,1
40716520,2 bed flat to rent,1700,https://www.zoopla.co.uk/to-rent/details/40716520/,"Windmill Hill, Enfield EN2",Grange Homes Estate Agents,2,1,8,0,1,0.39,9,0.21,9,0.7,9,0.55,9,1
40818498,1 bed flat to rent,1400,https://www.zoopla.co.uk/to-rent/details/40818498/,"Granville Road, North Finchley N12",Bennett & Hall,1,0,3,1,1,0.41,4,0.33,4,0.81,4,0.77,4,1
40832280,2 bed flat to rent,2396,https://www.zoopla.co.uk/to-rent/details/40832280/,"Chiswick Village, Chiswick, London W4",Barnard Marcus - Chiswick,2,1,6,0,0,0.4,6,0.32,6,0.68,6,0.8,6,1
40917024,1 bed flat to rent,2000,https://www.zoopla.co.uk/to-rent/details/40917024/,"Oxford Road, London SW15",Warren & Co,1,0,4,1,1,0.512,4,0.229,4,0.774,8,0.45,4,1
40988436,2 bed flat to rent,4160,https://www.zoopla.co.uk/to-rent/details/40988436/,"Pelham Court, Chelsea SW3",M2 Property Ltd,2,1,10,1,4,0.43,10,0.22,10,0.65,10,0.4,10,1
41120697,1 bed flat to rent,2050,https://www.zoopla.co.uk/to-rent/details/41120697/,"Mansell Street, London E1",Thames Lettings,1,1,7,1,1,0.458,7,0.121,7,0.682,14,0.331,7,1
41341032,2 bed terraced house to rent,2300,https://www.zoopla.co.uk/to-rent/details/41341032/,"Shalbourne Sq, Hackney E9",Robert Alan Homes,2,1,5,1,2,0.46,5,0.27,5,0.77,5,0.46,5,1
41351393,2 bed flat to rent,3792,https://www.zoopla.co.uk/to-rent/details/41351393/,"Discovery Dock West, South Quay, London E14",Monreal Shaw,2,1,8,1,3,0.53,8,0.2,8,0.56,8,0.5,8,1
41646890,1 bed flat to rent,2925,https://www.zoopla.co.uk/to-rent/details/41646890/,"Hayes Place, London NW1",Lord Estates,1,1,8,1,1,0.497,8,0.198,8,0.754,16,0.573,8,1
41693541,2 bed terraced house to rent,1820,https://www.zoopla.co.uk/to-rent/details/41693541/,"Firbank Close, London E16",City Property Consultants,2,1,6,1,2,0.42,7,0.17,7,0.63,7,0.85,7,1
41796443,3 bed terraced house to rent,3500,https://www.zoopla.co.uk/to-rent/details/41796443/,"Hollydale Road, Peckham SE15",CKB Estate Agents,3,1,13,1,5,0.49076923076923074,13,0.36153846153846153,13,0.734,26,0.5638461538461539,13,1
41798594,1 bed flat to rent,1450,https://www.zoopla.co.uk/to-rent/details/41798594/,"Express Drive, Ilford IG3",Hansons Estates,1,0,4,1,1,0.51,4,0.46,4,0.77,4,0.76,4,1
41803731,2 bed flat to rent,2350,https://www.zoopla.co.uk/to-rent/details/41803731/,"Fitzroy Court, Shepherd's Hill, Highgate N6",Robert Lehrer Properties,2,1,11,1,3,0.46,11,0.19,11,0.75,11,0.69,11,1
41844731,3 bed terraced house to rent,1850,https://www.zoopla.co.uk/to-rent/details/41844731/,"Donaldson Road, Woolwich SE18",Ashton Reeves,3,1,6,0,0,0.41,7,0.3,7,0.88,7,0.81,7,1
42052380,2 bed flat to rent,3597,https://www.zoopla.co.uk/to-rent/details/42052380/,"Ability Place 37 Millharbour, Canary Wharf, London E14",Monreal Shaw,2,1,6,1,2,0.54,6,0.17,6,0.67,6,0.56,6,1
42105002,3 bed detached house to rent,3400,https://www.zoopla.co.uk/to-rent/details/42105002/,"Eastway, Homerton E9",Maxwells Estates,3,1,9,1,3,0.4211111111111111,9,0.28,9,0.602,18,0.5033333333333334,9,1
42107417,3 bed maisonette to rent,3500,https://www.zoopla.co.uk/to-rent/details/42107417/,"Downs Road, Hackney Downs, London E5",Dimension Estates London Ltd,3,1,9,1,5,0.47,10,0.42,10,0.8,10,0.56,10,1
42297428,1 bed flat to rent,1300,https://www.zoopla.co.uk/to-rent/details/42297428/,"Normanton Road, South Croydon CR2",Barnard Marcus - South Croydon,1,0,4,1,1,0.426,5,0.288,5,0.755,10,0.514,5,1
42346594,1 bed flat to rent,1600,https://www.zoopla.co.uk/to-rent/details/42346594/,"Cranborne Avenue, Surbiton KT6",Barnard Marcus - Surbiton,1,1,6,1,2,0.56,6,0.61,6,0.69,6,0.54,6,1
42449241,1 bed flat to rent,2925,https://www.zoopla.co.uk/to-rent/details/42449241/,"Warren Court, Euston Road NW1",M2 Property Ltd,1,0,0,0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,1
42522576,3 bed flat to rent,3142,https://www.zoopla.co.uk/to-rent/details/42522576/,"Laker House, Royal Wharf, London E16",JOHNS&CO - Royal Wharf,3,1,11,1,3,0.5390909090909091,11,0.3845454545454545,11,0.556,22,0.65,11,1
42576346,2 bed flat to rent,2500,https://www.zoopla.co.uk/to-rent/details/42576346/,"Highbury Corner, London N5",NowProperty,2,1,8,1,4,0.47,9,0.25,9,0.68,9,0.62,9,1
42658889,3 bed terraced house to rent,2300,https://www.zoopla.co.uk/to-rent/details/42658889/,"Station Road, Hayes, Middlesex UB3",Hamlet Homes,3,0,0,0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,1
42926286,1 bed mews to rent,1500,https://www.zoopla.co.uk/to-rent/details/42926286/,"Pilgrim, West Norwood SE27",Willow Residential Letting,1,1,5,1,2,0.48,5,0.22,5,0.7,5,0.45,5,1
43015727,2 bed flat to rent,2149,https://www.zoopla.co.uk/to-rent/details/43015727/,"Lavender Hill, London SW11",Noble Estates,2,1,7,1,2,0.47,7,0.2,7,0.75,7,0.56,7,1
43098132,3 bed terraced house to rent,2300,https://www.zoopla.co.uk/to-rent/details/43098132/,"Stevens Road, Dagenham RM8",Stoneshaw Estates,3,1,15,1,4,0.4166666666666667,15,0.294,15,0.665,30,0.426,15,1
43264195,2 bed flat to rent,2100,https://www.zoopla.co.uk/to-rent/details/43264195/,"Chaucer Drive, London SE1",Reside,2,1,8,1,2,0.47,9,0.18,9,0.68,9,0.85,9,1
43333373,1 bed flat to rent,1700,https://www.zoopla.co.uk/to-rent/details/43333373/,"Sanford Lane, London N16",Alex Crown Lettings & Estate Agents,1,1,5,1,1,0.518,5,0.577,5,0.585,10,0.668,5,1
43562069,3 bed flat to rent,3000,https://www.zoopla.co.uk/to-rent/details/43562069/,"Ward Road, London E15",NowProperty,3,1,12,1,3,0.5,13,0.22,13,0.72,13,0.64,13,1
43618276,3 bed flat to rent,3800,https://www.zoopla.co.uk/to-rent/details/43618276/,"Eliot Vale, Blackheath SE3",Heath Estates,3,1,14,0,0,0.44466666666666665,15,0.36533333333333334,15,0.711,30,0.8106666666666666,15,1
43658421,3 bed terraced house to rent,2700,https://www.zoopla.co.uk/to-rent/details/43658421/,"Francis Avenue, Ilford IG1",Xchange Sales and Lettings Limited,3,0,4,0,1,0.515,4,0.22,4,0.739,8,0.7525,4,1
43814094,3 bed flat to rent,3900,https://www.zoopla.co.uk/to-rent/details/43814094/,"Bronwen Court, St John`S Wood NW8",Chancellors - St John's Wood,3,1,5,1,3,0.49,5,0.19,5,0.92,5,0.67,5,1
43915152,3 bed flat to rent,4983,https://www.zoopla.co.uk/to-rent/details/43915152/,"Shroton Street, Marylebone NW1",ML Estates,3,1,10,1,3,0.506,10,0.46399999999999997,10,0.611,20,0.711,10,1
43982201,1 bed flat to rent,2253,https://www.zoopla.co.uk/to-rent/details/43982201/,"Charrington Tower, Fairmont Avenue, Canary Wharf, London E14",Jack Barclay Estates,1,0,4,0,0,0.491,4,0.203,4,0.404,8,0.678,4,1
44064320,Room to rent,850,https://www.zoopla.co.uk/to-rent/details/44064320/,"Westrow Drive, Room 8, Barking IG11",Keystones Properties,1,1,8,1,5,0.5,8,0.15,8,0.5,8,0.76,8,1
44260964,2 bed flat to rent,1600,https://www.zoopla.co.uk/to-rent/details/44260964/,"Lyndhurst Road, Edmonton N18",Empire Homes,2,0,4,0,0,0.45,4,0.38,4,0.51,4,0.67,4,1
44360376,3 bed terraced house to rent,2900,https://www.zoopla.co.uk/to-rent/details/44360376/,"Edwin Road, Twickenham TW2",Websters Estate Agents,3,1,5,0,2,0.44,6,0.28,6,0.8,6,0.77,6,1
44427969,3 bed flat to rent,3185,https://www.zoopla.co.uk/to-rent/details/44427969/,"Quernmore Road, Stroud Green N4",Northview,3,1,7,0,2,0.48,7,0.4585714285714286,7,0.855,14,0.8528571428571429,7,1
44480684,1 bed flat to rent,1200,https://www.zoopla.co.uk/to-rent/details/44480684/,"Calverley Cres, Dagenham, Essex RM10",Advanced Investment Management,1,0,0,0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,1
44600822,2 bed flat to rent,1850,https://www.zoopla.co.uk/to-rent/details/44600822/,"Benbow Street, Deptford SE8",Reside,2,1,9,1,3,0.45,9,0.29,9,0.78,9,0.84,9,1
44735956,2 bed end terrace house to rent,2400,https://www.zoopla.co.uk/to-rent/details/44735956/,"Standen Road, London SW18",Brinkley's Estate Agents,2,0,4,1,2,0.46,5,0.36,5,0.81,5,0.39,5,1
45057391,2 bed maisonette to rent,2000,https://www.zoopla.co.uk/to-rent/details/45057391/,"Havelock Road, London SW19",Brinkley's Estate Agents,2,1,5,0,1,0.5,5,0.36,5,0.79,5,0.79,5,1
45234348,1 bed flat to rent,1750,https://www.zoopla.co.uk/to-rent/details/45234348/,"Moriatry Close, London, Greater London N7",NowProperty,1,1,7,1,2,0.52,7,0.22,7,0.73,7,0.8,7,1
45346077,1 bed flat to rent,1350,https://www.zoopla.co.uk/to-rent/details/45346077/,"Springfield Court, Forsythia Close, Ilford, Essex IG1",Holdens,1,0,4,0,0,0.352,4,0.223,4,0.847,8,0.895,4,1
45369506,3 bed flat to rent,3400,https://www.zoopla.co.uk/to-rent/details/45369506/,"Back Church Lane, Liverpool Street E1",Tower Quay Limited,3,1,8,1,4,0.45875,8,0.3425,8,0.593,16,0.75375,8,1
45514140,Room to rent,725,https://www.zoopla.co.uk/to-rent/details/45514140/,"Chudleigh Road, Brockley SE4",Home 2 U,1,1,5,0,0,0.44,6,0.26,6,0.77,6,0.76,6,1
45570081,3 bed flat to rent,8428,https://www.zoopla.co.uk/to-rent/details/45570081/,"Rainville Road, London W6",Residential Land,3,1,10,1,5,0.538,10,0.242,10,0.599,20,0.45,10,1
45605883,3 bed terraced house to rent,3100,https://www.zoopla.co.uk/to-rent/details/45605883/,"Bowater Close, Greater London SW2",The Online Letting Agents Ltd,3,1,9,1,4,0.5277777777777778,9,0.23777777777777778,9,0.891,18,0.6777777777777778,9,1
45766792,3 bed flat to rent,1995,https://www.zoopla.co.uk/to-rent/details/45766792/,"Purcell House, Kneller Road, Whitton, Twickenham TW2",Tenant Finder,3,1,7,0,0,0.3925,8,0.24625,8,0.756,16,0.5975,8,1
45780200,1 bed flat to rent,1725,https://www.zoopla.co.uk/to-rent/details/45780200/,"Ion Square, London E2",Elkay Properties Ltd,1,0,4,1,1,0.51,4,0.2,4,0.63,4,0.8,4,1
45811502,2 bed flat to rent,1650,https://www.zoopla.co.uk/to-rent/details/45811502/,"London Road, Croydon CR0",James Chiltern,2,0,3,0,0,0.43,3,0.4,3,0.54,3,0.86,3,1
45875250,3 bed semi-detached house to rent,2300,https://www.zoopla.co.uk/to-rent/details/45875250/,"Gosling Close, Greenford UB6",SAB Estates,3,1,7,1,3,0.35,8,0.36,8,0.78,8,0.6,8,1
45890349,1 bed flat to rent,3150,https://www.zoopla.co.uk/to-rent/details/45890349/,"Victoria Street, London SW1H",Moretons,1,1,8,1,3,0.49,8,0.21,8,0.6,8,0.63,8,1
45950504,1 bed semi-detached house to rent,1475,https://www.zoopla.co.uk/to-rent/details/45950504/,"Fairlight Drive, Uxbridge UB8",Andrews Residential,1,1,5,1,2,0.45,6,0.22,6,0.73,6,0.42,6,1
46089748,3 bed flat to rent,3500,https://www.zoopla.co.uk/to-rent/details/46089748/,"Camden High Street, London NW1",Hanley Estates,3,1,5,1,3,0.44800000000000006,5,0.176,5,0.847,10,0.608,5,1
46141541,1 bed flat to rent,1712,https://www.zoopla.co.uk/to-rent/details/46141541/,"Dalmeny Road, London N7",Rent,1,1,6,1,3,0.492,6,0.224,6,0.653,12,0.878,6,1
46155975,Room to rent,1220,https://www.zoopla.co.uk/to-rent/details/46155975/,"Ash Grove, Cricklewood NW2",Abbeylord Properties Limited,1,1,5,1,3,0.38,5,0.38,5,0.68,5,0.84,5,1
46169538,2 bed flat to rent,2650,https://www.zoopla.co.uk/to-rent/details/46169538/,"Commodore House, Royal Wharf, London E16",JOHNS&CO - Royal Wharf,2,1,10,1,2,0.54,10,0.49,10,0.49,10,0.58,10,1
46329160,3 bed semi-detached house to rent,2650,https://www.zoopla.co.uk/to-rent/details/46329160/,"Villier Street, Uxbridge UB8",Lords Associates,3,1,6,1,3,0.46,8,0.32,8,0.74,8,0.78,8,1
46341783,2 bed flat to rent,2700,https://www.zoopla.co.uk/to-rent/details/46341783/,"Fieldgate Street, Liverpool Street E1",Tower Quay Limited,2,1,5,1,2,0.47,5,0.18,5,0.66,5,0.8,5,1
46402188,1 bed flat to rent,2817,https://www.zoopla.co.uk/to-rent/details/46402188/,"Callow Street, London SW3",Farrar & Co,1,1,7,1,1,0.498,7,0.209,7,0.528,14,0.677,7,1
46599425,1 bed flat to rent,1500,https://www.zoopla.co.uk/to-rent/details/46599425/,"Prince Regent Road, Hounslow TW3",Diamond Move,1,0,1,0,0,0.45,1,0.26,1,0.35,1,0.89,1,1
46614266,2 bed flat to rent,1700,https://www.zoopla.co.uk/to-rent/details/46614266/,"Venner Road, Sydenham SE26",Key Property Consultants,2,1,7,0,1,0.41,9,0.25,9,0.62,9,0.85,9,1
46654596,Room to rent,845,https://www.zoopla.co.uk/to-rent/details/46654596/,"Anson Road, Willesden Green NW2",Abbeylord Properties Limited,1,1,5,1,4,0.46,5,0.29,5,0.67,5,0.73,5,1
46657889,1 bed flat to rent,3142,https://www.zoopla.co.uk/to-rent/details/46657889/,"Nell Gwynn House, Sloane Avenue, Chelsea SW3",Brinkley's Estate Agents,1,0,4,0,0,0.489,4,0.157,4,0.536,8,0.685,4,1
46716202,1 bed flat to rent,1300,https://www.zoopla.co.uk/to-rent/details/46716202/,"Temple Road, Epsom KT19",Barnard Marcus - Epsom,1,1,5,0,0,0.46,5,0.55,5,0.85,5,0.8,5,1
46790471,2 bed flat to rent,2708,https://www.zoopla.co.uk/to-rent/details/46790471/,"Commodore House, Royal Wharf, London E16",JOHNS&CO - Royal Wharf,2,1,9,0,1,0.49,9,0.41,9,0.44,9,0.65,9,1
46813106,2 bed flat to rent,1450,https://www.zoopla.co.uk/to-rent/details/46813106/,"Coombe Road, Croydon CR0",Martin & Co Croydon,2,1,10,0,1,0.48,10,0.32,10,0.74,10,0.62,10,1
46844847,1 bed flat to rent,2600,https://www.zoopla.co.uk/to-rent/details/46844847/,"Pitfield Street, London N1",Elkay Properties Ltd,1,1,5,1,1,0.52,5,0.4,5,0.64,5,0.79,5,1
46983404,1 bed flat to rent,1250,https://www.zoopla.co.uk/to-rent/details/46983404/,"Church Road, London SE19",Martin & Co Crystal Palace,1,1,5,0,0,0.44,5,0.24,5,0.54,5,0.8,5,1
47070238,Room to rent,995,https://www.zoopla.co.uk/to-rent/details/47070238/,"Anson Road, Willesden Green NW2",Abbeylord Properties Limited,1,1,8,1,4,0.52,8,0.52,8,0.59,8,0.42,8,1
47078299,1 bed flat to rent,2500,https://www.zoopla.co.uk/to-rent/details/47078299/,"St. George Wharf, London SW8",Martin & Co - London Riverside,1,1,8,1,1,0.51,8,0.4,8,0.67,8,0.62,8,1
47213790,1 bed flat to rent,2578,https://www.zoopla.co.uk/to-rent/details/47213790/,"Little Adelphi, John Adam Street, Covent Garden WC2N",Tavistock Bow,1,1,5,1,1,0.47,5,0.26,5,0.65,5,0.64,5,1
47295655,3 bed flat to rent,3683,https://www.zoopla.co.uk/to-rent/details/47295655/,"Boundaries Road, London SW12",Merlin Cooper,3,1,7,1,3,0.49,8,0.45,8,0.73,8,0.62,8,1
47317231,1 bed flat to rent,1250,https://www.zoopla.co.uk/to-rent/details/47317231/,"Burket Close, Norwood Green UB2",Sinton Andrews,1,1,7,1,2,0.45,7,0.44,7,0.76,7,0.87,7,1
47381261,3 bed flat to rent,7150,https://www.zoopla.co.uk/to-rent/details/47381261/,"3 Merchant Sq, London W2",Fraser & Co â London West End Estate Agents,3,1,8,0,2,0.55125,8,0.25875,8,0.487,16,0.4525,8,1
47449016,1 bed flat to rent,2600,https://www.zoopla.co.uk/to-rent/details/47449016/,"Nottingham Court, Covent Garden, London WC2H",BPS London,1,0,3,1,1,0.406,4,0.185,4,0.672,8,0.586,4,1
47464704,1 bed flat to rent,1400,https://www.zoopla.co.uk/to-rent/details/47464704/,"Peareswood Road, Erith DA8",Ashton Reeves,1,1,5,0,0,0.36,5,0.28,5,0.57,5,0.81,5,1
47474410,1 bed flat to rent,2900,https://www.zoopla.co.uk/to-rent/details/47474410/,"Sky Gardens, 155 Wandsworth Road, London SW8",Strawberry Star - Nine Elms,1,1,6,1,1,0.488,6,0.289,6,0.432,12,0.389,6,1
47481609,Room to rent,1025,https://www.zoopla.co.uk/to-rent/details/47481609/,"Anson Road, Willesden Green NW2",Abbeylord Properties Limited,1,0,3,1,3,0.48,3,0.22,3,0.78,3,0.81,3,1
47537629,1 bed flat to rent,1950,https://www.zoopla.co.uk/to-rent/details/47537629/,"Oxford Gardens, London W10",Avrasons Ltd,1,1,9,1,2,0.52,9,0.383,9,0.727,18,0.472,9,1
47605471,Room to rent,750,https://www.zoopla.co.uk/to-rent/details/47605471/,"Silverleigh Road, Thornton Heath CR7",Top Move Estate Agents,1,0,4,1,1,0.52,4,0.31,4,0.84,4,0.72,4,1
47626666,2 bed semi-detached house to rent,2350,https://www.zoopla.co.uk/to-rent/details/47626666/,"Northcote Road, New Malden KT3",Parry & Drewett,2,1,5,0,1,0.42,6,0.2,6,0.81,6,0.62,6,1
47656755,2 bed maisonette to rent,2752,https://www.zoopla.co.uk/to-rent/details/47656755/,"Forest Lane, London E15",Martin & Co Camden,2,1,11,1,4,0.49,12,0.36,12,0.77,12,0.66,12,1
47705054,3 bed semi-detached house to rent,3000,https://www.zoopla.co.uk/to-rent/details/47705054/,"Clifden Road, London E5",Maxwells Estates,3,1,16,0,2,0.4275,16,0.275625,16,0.757,32,0.801875,16,1
47777745,3 bed flat to rent,2750,https://www.zoopla.co.uk/to-rent/details/47777745/,"Leeside Crescent, Temple Fortune Golders Green NW11",Colin Sclare Lettings,3,1,11,0,2,0.39083333333333337,12,0.27499999999999997,12,0.695,24,0.7783333333333333,12,1
47859837,3 bed flat to rent,4333,https://www.zoopla.co.uk/to-rent/details/47859837/,"Burton Street, Bloomsbury WC1H",Fyfe Mcdade Ltd,3,1,8,1,3,0.43,8,0.26,8,0.59,8,0.55,8,1
47919825,1 bed flat to rent,1750,https://www.zoopla.co.uk/to-rent/details/47919825/,"Hallsville Road, London E16",Holdens,1,0,4,1,1,0.477,4,0.107,4,0.527,8,0.446,4,1
47926810,3 bed flat to rent,2350,https://www.zoopla.co.uk/to-rent/details/47926810/,"Rayners Lane, Pinner HA5",Robertson Phillips - Pinner,3,1,8,0,0,0.43625,8,0.25625,8,0.706,16,0.8724999999999999,8,1
48082950,1 bed flat to rent,1400,https://www.zoopla.co.uk/to-rent/details/48082950/,"London Road, Isleworth TW7",Devonshire Estate Agents Ltd,1,1,6,1,2,0.462,9,0.313,9,0.841,18,0.679,9,1
48130109,1 bed flat to rent,2275,https://www.zoopla.co.uk/to-rent/details/48130109/,"Amelia House, London City Island, London E14",JOHNS&CO - New Providence Wharf,1,1,7,1,1,0.516,7,0.334,7,0.548,14,0.548,7,1
48174343,3 bed flat to rent,3150,https://www.zoopla.co.uk/to-rent/details/48174343/,"Tooting Bec Road, Tooting Bec, London SW17",Andre Joseph Estates,3,1,5,1,3,0.5316666666666666,6,0.35333333333333333,6,0.799,12,0.6466666666666666,6,1
48374926,1 bed flat to rent,1600,https://www.zoopla.co.uk/to-rent/details/48374926/,"Shaftesbury Road, London N19",Ariston Property,1,1,6,1,2,0.47,6,0.25,6,0.79,6,0.66,6,1
48388062,1 bed flat to rent,2700,https://www.zoopla.co.uk/to-rent/details/48388062/,"St Mary On Hill, City, London EC3R",JOHNS&CO - City and Wapping,1,1,11,1,4,0.49,11,0.21,11,0.61,11,0.47,11,1
48429530,3 bed flat to rent,2900,https://www.zoopla.co.uk/to-rent/details/48429530/,"John Ruskin Street, Oval SE5",Next Door Properties,3,1,8,1,3,0.46,9,0.52,9,0.74,9,0.59,9,1
48459924,3 bed flat to rent,2860,https://www.zoopla.co.uk/to-rent/details/48459924/,"Gernon Road, London E3",Look Property Services,3,1,6,0,2,0.45,6,0.26,6,0.71,6,0.55,6,1
48500882,3 bed flat to rent,2800,https://www.zoopla.co.uk/to-rent/details/48500882/,"Boyton Close, London N8",Links,3,1,6,0,2,0.4466666666666667,6,0.17666666666666667,6,0.747,12,0.5599999999999999,6,1
48512334,1 bed flat to rent,1900,https://www.zoopla.co.uk/to-rent/details/48512334/,"Commercial Road, London E1",Elkay Properties Ltd,1,1,7,1,2,0.5,7,0.32,7,0.75,7,0.8,7,1
48582499,2 bed flat to rent,1900,https://www.zoopla.co.uk/to-rent/details/48582499/,"Oak Hill Road, Surbiton KT6",Greenfield Estate Agents,2,1,7,0,1,0.42,7,0.31,7,0.72,7,0.58,7,1
48708017,3 bed flat to rent,3600,https://www.zoopla.co.uk/to-rent/details/48708017/,"Barck Church Lane, Liverpool Street E1",Tower Quay Limited,3,1,6,1,3,0.445,6,0.25666666666666665,6,0.629,12,0.7716666666666666,6,1
48712453,3 bed flat to rent,3250,https://www.zoopla.co.uk/to-rent/details/48712453/,"Tufnell Park Road, Holloway, London N7",Drivers & Norris,3,1,9,0,2,0.45333333333333337,9,0.2122222222222222,9,0.816,18,0.43777777777777777,9,1
48712473,3 bed flat to rent,4000,https://www.zoopla.co.uk/to-rent/details/48712473/,"Tabley Road, Holloway, London N7",Drivers & Norris,3,1,15,1,4,0.508,15,0.2946666666666667,15,0.647,30,0.45999999999999996,15,1
