property_id,title,monthly_int,link,address,agent_name,bed_number_smap,number_of_photos_overall_score,number_of_photos_overall_count,number_of_bedroom_photos_score,number_of_bedroom_photos_count,wide_lenses_score,wide_lenses_count,overprocessed_score,overprocessed_count,natural_light_score,natural_light_count,no_carpet_score,no_carpet_count,large_windows_score,large_windows_count,high_ceiling_score,high_ceiling_count,fireplace_score,fireplace_count,active
45514140,Room to rent,725,https://www.zoopla.co.uk/to-rent/details/45514140/,"Chudleigh Road, Brockley SE4",Home 2 U,1,1,5,0,0,0.437,6,0.257,6,0.772,12,0.755,6,0.637,4,0.498,4,0.099,1,1
45570081,3 bed flat to rent,8428,https://www.zoopla.co.uk/to-rent/details/45570081/,"Rainville Road, London W6",Residential Land,3,1,10,1,5,0.538,10,0.242,10,0.599,20,0.45,10,0.66,9,0.426,9,0.463,2,1
45605883,3 bed terraced house to rent,3100,https://www.zoopla.co.uk/to-rent/details/45605883/,"Bowater Close, Greater London SW2",The Online Letting Agents Ltd,3,1,9,1,4,0.528,9,0.238,9,0.891,18,0.678,9,0.685,9,0.533,9,0.114,3,1
45766792,3 bed flat to rent,1995,https://www.zoopla.co.uk/to-rent/details/45766792/,"Purcell House, Kneller Road, Whitton, Twickenham TW2",Tenant Finder,3,1,7,0,0,0.393,8,0.246,8,0.756,16,0.598,8,0.501,7,0.361,7,-1.0,0,1
45780200,1 bed flat to rent,1725,https://www.zoopla.co.uk/to-rent/details/45780200/,"Ion Square, London E2",Elkay Properties Ltd,1,0,4,1,1,0.505,4,0.2,4,0.631,8,0.8,4,0.51,4,0.424,4,0.106,1,1
45811502,2 bed flat to rent,1650,https://www.zoopla.co.uk/to-rent/details/45811502/,"London Road, Croydon CR0",James Chiltern,2,0,3,0,0,0.43,3,0.4,3,0.535,6,0.86,3,0.633,3,0.472,3,0.156,1,1
45858988,3 bed flat to rent,2999,https://www.zoopla.co.uk/to-rent/details/45858988/,"Cordelia Street, London E14",Alexander David Property,3,1,7,1,3,0.488,7,0.193,7,0.501,14,0.427,7,0.562,7,0.5,7,0.168,1,1
45875222,2 bed end terrace house to rent,1700,https://www.zoopla.co.uk/to-rent/details/45875222/,"Rutland Road, Southall UB1",SAB Estates,2,1,7,0,1,0.441,7,0.533,7,0.69,14,0.655,7,0.565,5,0.512,5,0.556,2,1
45875250,3 bed semi-detached house to rent,2300,https://www.zoopla.co.uk/to-rent/details/45875250/,"Gosling Close, Greenford UB6",SAB Estates,3,1,7,1,3,0.354,8,0.362,8,0.781,16,0.603,8,0.514,7,0.585,7,-1.0,0,1
45876921,2 bed maisonette to rent,2102,https://www.zoopla.co.uk/to-rent/details/45876921/,"Neale Close, Hampstead Garden Suburb N2",Litchfields - Hampstead Garden Suburb,2,0,0,0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,1
45883169,3 bed flat to rent,1725,https://www.zoopla.co.uk/to-rent/details/45883169/,"St. Andrews House, Academy Central, Dagenham RM8",Metra - Living,3,1,7,0,0,0.512,7,0.187,7,0.519,14,0.507,7,0.381,7,0.373,7,-1.0,0,1
45890349,1 bed flat to rent,3150,https://www.zoopla.co.uk/to-rent/details/45890349/,"Victoria Street, London SW1H",Moretons,1,1,8,1,3,0.489,8,0.211,8,0.601,16,0.629,8,0.604,8,0.517,8,0.119,2,1
45950504,1 bed semi-detached house to rent,1475,https://www.zoopla.co.uk/to-rent/details/45950504/,"Fairlight Drive, Uxbridge UB8",Andrews Residential,1,1,5,1,2,0.445,6,0.222,6,0.732,12,0.417,6,0.609,5,0.47,5,-1.0,0,1
46023751,1 bed flat to rent,1575,https://www.zoopla.co.uk/to-rent/details/46023751/,"Sherringham Court Dollis Road, Finchley Central N3",Colin Sclare Lettings,1,1,7,1,2,0.483,7,0.136,7,0.746,14,0.488,7,0.63,6,0.482,6,0.159,2,1
46089748,3 bed flat to rent,3500,https://www.zoopla.co.uk/to-rent/details/46089748/,"Camden High Street, London NW1",Hanley Estates,3,1,5,1,3,0.448,5,0.176,5,0.847,10,0.608,5,0.585,5,0.436,5,0.291,1,1
46141541,1 bed flat to rent,1712,https://www.zoopla.co.uk/to-rent/details/46141541/,"Dalmeny Road, London N7",Rent,1,1,6,1,3,0.492,6,0.224,6,0.653,12,0.878,6,0.522,6,0.463,6,0.086,1,1
46155975,Room to rent,1220,https://www.zoopla.co.uk/to-rent/details/46155975/,"Ash Grove, Cricklewood NW2",Abbeylord Properties Limited,1,1,5,1,3,0.378,5,0.38,5,0.684,10,0.844,5,0.533,5,0.4,5,-1.0,0,1
46169538,2 bed flat to rent,2650,https://www.zoopla.co.uk/to-rent/details/46169538/,"Commodore House, Royal Wharf, London E16",JOHNS&CO - Royal Wharf,2,1,10,1,2,0.539,10,0.491,10,0.488,20,0.582,10,0.632,10,0.492,10,0.085,1,1
46193077,3 bed flat to rent,6803,https://www.zoopla.co.uk/to-rent/details/46193077/,"Park Road, London NW8",Residential Land,3,1,16,1,7,0.516,16,0.209,16,0.674,32,0.464,16,0.615,15,0.476,15,0.403,4,1
46329160,3 bed semi-detached house to rent,2650,https://www.zoopla.co.uk/to-rent/details/46329160/,"Villier Street, Uxbridge UB8",Lords Associates,3,1,6,1,3,0.464,8,0.319,8,0.738,16,0.782,8,0.484,5,0.432,5,0.069,1,1
46341783,2 bed flat to rent,2700,https://www.zoopla.co.uk/to-rent/details/46341783/,"Fieldgate Street, Liverpool Street E1",Tower Quay Limited,2,1,5,1,2,0.466,5,0.184,5,0.657,10,0.798,5,0.586,4,0.457,4,0.413,2,1
46599425,1 bed flat to rent,1500,https://www.zoopla.co.uk/to-rent/details/46599425/,"Prince Regent Road, Hounslow TW3",Diamond Move,1,0,1,0,0,0.45,1,0.26,1,0.355,2,0.89,1,0.55,1,0.503,1,-1.0,0,1
46613686,1 bed flat to rent,1875,https://www.zoopla.co.uk/to-rent/details/46613686/,"Fieldgate Street, Liverpool Street E1",Tower Quay Limited,1,1,9,1,2,0.442,9,0.255,9,0.638,18,0.8,9,0.592,8,0.488,8,0.233,3,1
46614266,2 bed flat to rent,1700,https://www.zoopla.co.uk/to-rent/details/46614266/,"Venner Road, Sydenham SE26",Key Property Consultants,2,1,7,0,1,0.409,9,0.249,9,0.621,18,0.851,9,0.419,7,0.426,7,-1.0,0,1
46630108,1 bed flat to rent,1700,https://www.zoopla.co.uk/to-rent/details/46630108/,"Sterne Street, London W12",Kerr and Co,1,1,5,1,1,0.434,5,0.264,5,0.757,10,0.444,5,0.567,5,0.43,5,-1.0,0,1
46654596,Room to rent,845,https://www.zoopla.co.uk/to-rent/details/46654596/,"Anson Road, Willesden Green NW2",Abbeylord Properties Limited,1,1,5,1,4,0.46,5,0.29,5,0.673,10,0.726,5,0.52,5,0.511,5,-1.0,0,1
46657889,1 bed flat to rent,3142,https://www.zoopla.co.uk/to-rent/details/46657889/,"Nell Gwynn House, Sloane Avenue, Chelsea SW3",Brinkley's Estate Agents,1,0,4,0,0,0.489,4,0.157,4,0.536,8,0.685,4,0.633,4,0.404,4,0.332,3,1
46716202,1 bed flat to rent,1300,https://www.zoopla.co.uk/to-rent/details/46716202/,"Temple Road, Epsom KT19",Barnard Marcus - Epsom,1,1,5,0,0,0.462,5,0.554,5,0.854,10,0.798,5,0.611,5,0.564,5,0.485,2,1
46740015,3 bed flat to rent,2500,https://www.zoopla.co.uk/to-rent/details/46740015/,"Kingsland Road, London E8",City Move,3,1,6,0,2,0.445,6,0.273,6,0.582,12,0.687,6,0.379,6,0.509,6,0.097,2,1
46769779,1 bed flat to rent,1560,https://www.zoopla.co.uk/to-rent/details/46769779/,"York Way, Islington N7",Rochester Place Ltd,1,1,5,1,2,0.515,5,0.3,5,0.622,10,0.386,5,0.525,5,0.46,5,0.505,2,1
46790471,2 bed flat to rent,2708,https://www.zoopla.co.uk/to-rent/details/46790471/,"Commodore House, Royal Wharf, London E16",JOHNS&CO - Royal Wharf,2,1,9,0,1,0.494,9,0.413,9,0.439,18,0.651,9,0.618,9,0.436,9,-1.0,0,1
46813106,2 bed flat to rent,1450,https://www.zoopla.co.uk/to-rent/details/46813106/,"Coombe Road, Croydon CR0",Martin & Co Croydon,2,1,10,0,1,0.476,10,0.32,10,0.742,20,0.619,10,0.568,10,0.505,10,0.301,2,1
46844847,1 bed flat to rent,2600,https://www.zoopla.co.uk/to-rent/details/46844847/,"Pitfield Street, London N1",Elkay Properties Ltd,1,1,5,1,1,0.524,5,0.404,5,0.642,10,0.794,5,0.663,5,0.416,5,0.338,2,1
46983404,1 bed flat to rent,1250,https://www.zoopla.co.uk/to-rent/details/46983404/,"Church Road, London SE19",Martin & Co Crystal Palace,1,1,5,0,0,0.442,5,0.24,5,0.535,10,0.802,5,0.458,5,0.449,5,-1.0,0,1
47005752,1 bed flat to rent,1842,https://www.zoopla.co.uk/to-rent/details/47005752/,"Spinnaker House, Battersea Reach SW18",H&G Property,1,1,11,1,1,0.511,11,0.231,11,0.648,22,0.527,11,0.703,11,0.449,11,0.297,5,1
47070238,Room to rent,995,https://www.zoopla.co.uk/to-rent/details/47070238/,"Anson Road, Willesden Green NW2",Abbeylord Properties Limited,1,1,8,1,4,0.521,8,0.517,8,0.587,16,0.421,8,0.491,7,0.502,7,0.145,1,1
47078299,1 bed flat to rent,2500,https://www.zoopla.co.uk/to-rent/details/47078299/,"St. George Wharf, London SW8",Martin & Co - London Riverside,1,1,8,1,1,0.511,8,0.403,8,0.669,16,0.624,8,0.655,7,0.528,7,0.431,3,1
47213790,1 bed flat to rent,2578,https://www.zoopla.co.uk/to-rent/details/47213790/,"Little Adelphi, John Adam Street, Covent Garden WC2N",Tavistock Bow,1,1,5,1,1,0.47,5,0.258,5,0.651,10,0.636,5,0.621,5,0.443,5,0.081,2,1
47229110,Room to rent,1070,https://www.zoopla.co.uk/to-rent/details/47229110/,"Anson Road, London NW2",Abbeylord Properties Limited,1,1,8,1,7,0.445,8,0.281,8,0.647,16,0.534,8,0.553,8,0.524,8,0.18,1,1
47295655,3 bed flat to rent,3683,https://www.zoopla.co.uk/to-rent/details/47295655/,"Boundaries Road, London SW12",Merlin Cooper,3,1,7,1,3,0.49,8,0.453,8,0.727,16,0.62,8,0.64,7,0.444,7,0.277,2,1
47317231,1 bed flat to rent,1250,https://www.zoopla.co.uk/to-rent/details/47317231/,"Burket Close, Norwood Green UB2",Sinton Andrews,1,1,7,1,2,0.447,7,0.441,7,0.759,14,0.874,7,0.657,7,0.479,7,0.264,2,1
47381261,3 bed flat to rent,7150,https://www.zoopla.co.uk/to-rent/details/47381261/,"3 Merchant Sq, London W2",Fraser & Co â London West End Estate Agents,3,1,8,0,2,0.551,8,0.259,8,0.487,16,0.453,8,0.713,8,0.386,8,0.298,3,1
47449016,1 bed flat to rent,2600,https://www.zoopla.co.uk/to-rent/details/47449016/,"Nottingham Court, Covent Garden, London WC2H",BPS London,1,0,3,1,1,0.406,4,0.185,4,0.672,8,0.586,4,0.476,3,0.38,3,0.126,2,1
47464704,1 bed flat to rent,1400,https://www.zoopla.co.uk/to-rent/details/47464704/,"Peareswood Road, Erith DA8",Ashton Reeves,1,1,5,0,0,0.362,5,0.28,5,0.566,10,0.806,5,0.515,5,0.367,5,-1.0,0,1
47474410,1 bed flat to rent,2900,https://www.zoopla.co.uk/to-rent/details/47474410/,"Sky Gardens, 155 Wandsworth Road, London SW8",Strawberry Star - Nine Elms,1,1,6,1,1,0.488,6,0.289,6,0.432,12,0.389,6,0.631,6,0.449,6,0.179,4,1
47481609,Room to rent,1025,https://www.zoopla.co.uk/to-rent/details/47481609/,"Anson Road, Willesden Green NW2",Abbeylord Properties Limited,1,0,3,1,3,0.48,3,0.217,3,0.782,6,0.81,3,0.534,3,0.455,3,-1.0,0,1
47496128,1 bed flat to rent,1100,https://www.zoopla.co.uk/to-rent/details/47496128/,"Centrale Shopping Centre, North End, Croydon CR0",Valley Homes,1,0,3,1,1,0.455,3,0.657,3,0.839,6,0.857,3,0.637,3,0.454,3,-1.0,0,1
47537629,1 bed flat to rent,1950,https://www.zoopla.co.uk/to-rent/details/47537629/,"Oxford Gardens, London W10",Avrasons Ltd,1,1,9,1,2,0.52,9,0.383,9,0.727,18,0.472,9,0.636,8,0.459,8,0.35,3,1
47588150,1 bed terraced house to rent,1500,https://www.zoopla.co.uk/to-rent/details/47588150/,"Nevada Close, New Malden KT3",Parry & Drewett,1,0,4,0,0,0.426,4,0.457,4,0.861,8,0.564,4,0.514,4,0.581,4,-1.0,0,1
47605471,Room to rent,750,https://www.zoopla.co.uk/to-rent/details/47605471/,"Silverleigh Road, Thornton Heath CR7",Top Move Estate Agents,1,0,4,1,1,0.518,4,0.305,4,0.844,8,0.723,4,0.547,3,0.466,3,-1.0,0,1
47626666,2 bed semi-detached house to rent,2350,https://www.zoopla.co.uk/to-rent/details/47626666/,"Northcote Road, New Malden KT3",Parry & Drewett,2,1,5,0,1,0.425,6,0.197,6,0.811,12,0.623,6,0.576,5,0.527,5,0.266,1,1
47656755,2 bed maisonette to rent,2752,https://www.zoopla.co.uk/to-rent/details/47656755/,"Forest Lane, London E15",Martin & Co Camden,2,1,11,1,4,0.489,12,0.365,12,0.77,24,0.657,12,0.671,11,0.462,11,0.389,4,1
47705054,3 bed semi-detached house to rent,3000,https://www.zoopla.co.uk/to-rent/details/47705054/,"Clifden Road, London E5",Maxwells Estates,3,1,16,0,2,0.427,16,0.276,16,0.757,32,0.802,16,0.432,15,0.489,15,-1.0,0,1
47765015,2 bed terraced house to rent,1900,https://www.zoopla.co.uk/to-rent/details/47765015/,"North Road, Seven Kings IG3",Charlesons,2,1,12,1,4,0.451,12,0.255,12,0.647,24,0.593,12,0.531,10,0.463,10,0.293,2,1
47777745,3 bed flat to rent,2750,https://www.zoopla.co.uk/to-rent/details/47777745/,"Leeside Crescent, Temple Fortune Golders Green NW11",Colin Sclare Lettings,3,1,11,0,2,0.391,12,0.275,12,0.695,24,0.778,12,0.449,11,0.417,11,0.044,1,1
47826797,1 bed flat to rent,639,https://www.zoopla.co.uk/to-rent/details/47826797/,"Jackets Lane, Northwood, Middlesex HA6",The Guinness Partnership,1,0,0,0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,1
47859837,3 bed flat to rent,4333,https://www.zoopla.co.uk/to-rent/details/47859837/,"Burton Street, Bloomsbury WC1H",Fyfe Mcdade Ltd,3,1,8,1,3,0.427,8,0.263,8,0.587,16,0.547,8,0.58,8,0.438,8,-1.0,0,1
47919825,1 bed flat to rent,1750,https://www.zoopla.co.uk/to-rent/details/47919825/,"Hallsville Road, London E16",Holdens,1,0,4,1,1,0.477,4,0.107,4,0.527,8,0.446,4,0.568,4,0.482,4,0.18,2,1
47926810,3 bed flat to rent,2350,https://www.zoopla.co.uk/to-rent/details/47926810/,"Rayners Lane, Pinner HA5",Robertson Phillips - Pinner,3,1,8,0,0,0.436,8,0.256,8,0.706,16,0.872,8,0.461,7,0.381,7,-1.0,0,1
47931832,2 bed flat to rent,2250,https://www.zoopla.co.uk/to-rent/details/47931832/,"Tooting Bec Road, Tooting Bec, London SW17",Andre Joseph Estates,2,1,6,1,2,0.502,6,0.416,6,0.575,12,0.325,6,0.517,6,0.39,6,0.348,2,1
47962555,1 bed flat to rent,1475,https://www.zoopla.co.uk/to-rent/details/47962555/,"Golden Mile House, Clayponds Lane, Brentford TW8",Hackett Estate Agents,1,1,10,1,1,0.455,10,0.221,10,0.702,20,0.641,10,0.546,10,0.451,10,0.418,3,1
47996675,1 bed flat to rent,2058,https://www.zoopla.co.uk/to-rent/details/47996675/,"Eardley Crescent, Earls Court, London SW5",Zach Knightons,1,1,5,0,0,0.427,5,0.248,5,0.527,10,0.592,5,0.479,5,0.458,5,0.242,2,1
48062575,2 bed semi-detached house to rent,6933,https://www.zoopla.co.uk/to-rent/details/48062575/,"Dunstable Road, Richmond TW9",Griffin Stevens,2,1,13,1,4,0.49,13,0.259,13,0.741,26,0.276,13,0.682,13,0.457,13,0.361,5,1
48082950,1 bed flat to rent,1400,https://www.zoopla.co.uk/to-rent/details/48082950/,"London Road, Isleworth TW7",Devonshire Estate Agents Ltd,1,1,6,1,2,0.462,9,0.313,9,0.841,18,0.679,9,0.466,6,0.458,6,0.133,2,1
48118934,3 bed flat to rent,3900,https://www.zoopla.co.uk/to-rent/details/48118934/,"Frognal Lane, Hampstead, London NW3",Vita Properties,3,1,8,0,2,0.475,8,0.195,8,0.742,16,0.765,8,0.675,8,0.461,8,0.271,3,1
48130109,1 bed flat to rent,2275,https://www.zoopla.co.uk/to-rent/details/48130109/,"Amelia House, London City Island, London E14",JOHNS&CO - New Providence Wharf,1,1,7,1,1,0.516,7,0.334,7,0.548,14,0.548,7,0.575,7,0.458,7,0.495,2,1
48174343,3 bed flat to rent,3150,https://www.zoopla.co.uk/to-rent/details/48174343/,"Tooting Bec Road, Tooting Bec, London SW17",Andre Joseph Estates,3,1,5,1,3,0.532,6,0.353,6,0.799,12,0.647,6,0.632,5,0.458,5,0.304,1,1
48181134,3 bed flat to rent,3300,https://www.zoopla.co.uk/to-rent/details/48181134/,"Commercial Road, London E1",Elkay Properties Ltd,3,1,8,1,4,0.459,8,0.291,8,0.663,16,0.884,8,0.705,7,0.435,7,0.413,2,1
48374926,1 bed flat to rent,1600,https://www.zoopla.co.uk/to-rent/details/48374926/,"Shaftesbury Road, London N19",Ariston Property,1,1,6,1,2,0.472,6,0.25,6,0.789,12,0.66,6,0.528,6,0.497,6,0.332,2,1
48388062,1 bed flat to rent,2700,https://www.zoopla.co.uk/to-rent/details/48388062/,"St Mary On Hill, City, London EC3R",JOHNS&CO - City and Wapping,1,1,11,1,4,0.486,11,0.212,11,0.607,22,0.469,11,0.587,9,0.452,9,0.37,4,1
48429000,1 bed flat to rent,1375,https://www.zoopla.co.uk/to-rent/details/48429000/,"The Drive, Ilford, Essex IG1",Holdens,1,1,5,1,2,0.393,5,0.503,5,0.582,10,0.363,5,0.508,5,0.54,5,0.208,1,1
48429530,3 bed flat to rent,2900,https://www.zoopla.co.uk/to-rent/details/48429530/,"John Ruskin Street, Oval SE5",Next Door Properties,3,1,8,1,3,0.458,9,0.517,9,0.737,18,0.59,9,0.567,7,0.499,7,-1.0,0,1
48459924,3 bed flat to rent,2860,https://www.zoopla.co.uk/to-rent/details/48459924/,"Gernon Road, London E3",Look Property Services,3,1,6,0,2,0.448,6,0.258,6,0.707,12,0.547,6,0.505,6,0.539,6,0.234,2,1
48500882,3 bed flat to rent,2800,https://www.zoopla.co.uk/to-rent/details/48500882/,"Boyton Close, London N8",Links,3,1,6,0,2,0.447,6,0.177,6,0.747,12,0.56,6,0.582,6,0.323,6,0.488,3,1
48512334,1 bed flat to rent,1900,https://www.zoopla.co.uk/to-rent/details/48512334/,"Commercial Road, London E1",Elkay Properties Ltd,1,1,7,1,2,0.504,7,0.323,7,0.749,14,0.803,7,0.737,7,0.382,7,0.139,1,1
48582499,2 bed flat to rent,1900,https://www.zoopla.co.uk/to-rent/details/48582499/,"Oak Hill Road, Surbiton KT6",Greenfield Estate Agents,2,1,7,0,1,0.423,7,0.313,7,0.719,14,0.579,7,0.568,7,0.45,7,0.284,2,1
48615904,1 bed flat to rent,1200,https://www.zoopla.co.uk/to-rent/details/48615904/,"Waxlow Way, Northolt Middlesex UB5",Tony Paul Estate Agents,1,0,4,1,1,0.418,4,0.133,4,0.706,8,0.406,4,0.482,3,0.433,3,0.086,1,1
48638628,2 bed flat to rent,2050,https://www.zoopla.co.uk/to-rent/details/48638628/,"Clifford Gardens, London NW10",Mile Kensal Rise,2,1,12,1,5,0.432,13,0.18,13,0.75,26,0.351,13,0.556,8,0.424,8,0.337,4,1
48708017,3 bed flat to rent,3600,https://www.zoopla.co.uk/to-rent/details/48708017/,"Barck Church Lane, Liverpool Street E1",Tower Quay Limited,3,1,6,1,3,0.445,6,0.257,6,0.629,12,0.772,6,0.699,5,0.552,5,0.554,1,1
48712453,3 bed flat to rent,3250,https://www.zoopla.co.uk/to-rent/details/48712453/,"Tufnell Park Road, Holloway, London N7",Drivers & Norris,3,1,9,0,2,0.453,9,0.212,9,0.816,18,0.438,9,0.674,9,0.48,9,0.468,2,1
48712473,3 bed flat to rent,4000,https://www.zoopla.co.uk/to-rent/details/48712473/,"Tabley Road, Holloway, London N7",Drivers & Norris,3,1,15,1,4,0.508,15,0.295,15,0.647,30,0.46,15,0.571,14,0.485,14,0.36,6,1
48716946,1 bed terraced house to rent,2200,https://www.zoopla.co.uk/to-rent/details/48716946/,"Putney Bridge Road, Putney, London SW15",Upad,1,1,7,1,1,0.436,7,0.33,7,0.702,14,0.214,7,0.499,6,0.501,6,0.426,2,1
48729006,2 bed terraced house to rent,2500,https://www.zoopla.co.uk/to-rent/details/48729006/,"Cochrane Road, London SW19",Brinkley's Estate Agents,2,0,4,0,1,0.495,4,0.205,4,0.849,8,0.475,4,0.561,4,0.468,4,0.491,2,1
48765048,3 bed flat to rent,3300,https://www.zoopla.co.uk/to-rent/details/48765048/,"Fenwick Place, Clapham North, London SW9",Andre Joseph Estates,3,1,7,0,2,0.509,7,0.218,7,0.818,14,0.836,7,0.642,7,0.4,7,0.23,2,1
48765049,3 bed flat to rent,3500,https://www.zoopla.co.uk/to-rent/details/48765049/,"Clapham Common Southside, Clapham Common, London SW4",Andre Joseph Estates,3,1,5,0,2,0.52,5,0.424,5,0.755,10,0.736,5,0.616,5,0.468,5,0.463,1,1
48773442,3 bed flat to rent,4200,https://www.zoopla.co.uk/to-rent/details/48773442/,"Barck Church Lane, Liverpool Street E1",Tower Quay Limited,3,1,11,1,5,0.427,11,0.299,11,0.719,22,0.862,11,0.606,11,0.48,11,0.331,1,1
48793498,2 bed flat to rent,2350,https://www.zoopla.co.uk/to-rent/details/48793498/,"Coningham Road, Harlequin House, Shepherd's Bush W12",Kerr and Co,2,0,4,1,2,0.524,5,0.31,5,0.736,10,0.528,5,0.641,4,0.434,4,0.058,1,1
48804334,2 bed flat to rent,2300,https://www.zoopla.co.uk/to-rent/details/48804334/,"Bedford Road, London SW4",Barnard Marcus - Clapham,2,1,5,1,2,0.472,5,0.52,5,0.767,10,0.442,5,0.611,4,0.522,4,0.449,1,1
48830863,2 bed flat to rent,1900,https://www.zoopla.co.uk/to-rent/details/48830863/,"Molyneux Drive, London SW17",Credential,2,1,5,1,2,0.427,5,0.198,5,0.663,10,0.362,5,0.443,5,0.463,5,0.152,1,1
48858662,1 bed flat to rent,2249,https://www.zoopla.co.uk/to-rent/details/48858662/,"George Mathers Road, London SE11",Cubix Estate Agents,1,1,9,1,2,0.49,10,0.267,10,0.55,20,0.653,10,0.603,9,0.46,9,0.182,1,1
48861044,2 bed flat to rent,4983,https://www.zoopla.co.uk/to-rent/details/48861044/,"Lowndes Square, Knightsbridge, London SW1X",Strutt & Parker - Sloane Street,2,1,11,1,4,0.48,11,0.228,11,0.648,22,0.681,11,0.589,10,0.496,10,0.379,2,1
48874623,3 bed flat to rent,6998,https://www.zoopla.co.uk/to-rent/details/48874623/,"Capital Building, Embassy Gardens, Nine Elms, London SW11",JOHNS&CO - Nine Elms,3,1,12,1,3,0.513,12,0.349,12,0.501,24,0.493,12,0.612,11,0.504,11,0.55,1,1
48876149,Room to rent,600,https://www.zoopla.co.uk/to-rent/details/48876149/,"Grosvenor Avenue, Hayes UB4",Phillip Laurence Estate Agents,1,1,5,1,1,0.383,5,0.317,5,0.856,10,0.765,5,0.559,5,0.466,5,-1.0,0,1
48919637,2 bed terraced house to rent,1750,https://www.zoopla.co.uk/to-rent/details/48919637/,"Claridge Road, Dagenham RM8",A I G Estates,2,1,7,0,0,0.486,7,0.313,7,0.734,14,0.772,7,0.59,7,0.457,7,0.492,2,1
48937212,1 bed flat to rent,1850,https://www.zoopla.co.uk/to-rent/details/48937212/,"Cambalt Road, London SW15",Cound,1,0,4,1,1,0.468,4,0.315,4,0.931,8,0.502,4,0.73,4,0.401,4,0.434,2,1
49002827,1 bed flat to rent,1600,https://www.zoopla.co.uk/to-rent/details/49002827/,"Harwood Court, Upper Richmond Road, Putney SW15",Warren & Co,1,1,5,1,1,0.452,5,0.171,5,0.725,10,0.645,5,0.545,5,0.423,5,0.353,2,1
49009976,2 bed flat to rent,3250,https://www.zoopla.co.uk/to-rent/details/49009976/,"Amelia House, London City Island, London E14",JOHNS&CO - New Providence Wharf,2,1,7,0,1,0.427,7,0.363,7,0.571,14,0.599,7,0.555,7,0.296,7,0.412,1,1
49063819,Room to rent,800,https://www.zoopla.co.uk/to-rent/details/49063819/,"Melford Avenue, Room 4, Barking IG11",Keystones Properties,1,1,7,1,4,0.406,7,0.344,7,0.648,14,0.761,7,0.386,5,0.417,5,-1.0,0,1
49063843,Room to rent,675,https://www.zoopla.co.uk/to-rent/details/49063843/,"Melford Avenue, Room 7, Barking IG11",Keystones Properties,1,1,7,1,4,0.397,7,0.311,7,0.752,14,0.747,7,0.494,7,0.438,7,-1.0,0,1
49096264,Room to rent,870,https://www.zoopla.co.uk/to-rent/details/49096264/,"Anson Road, Willesden Green NW2",Abbeylord Properties Limited,1,0,3,1,2,0.499,3,0.534,3,0.868,6,0.627,3,0.577,3,0.535,3,-1.0,0,1
49096525,2 bed flat to rent,2400,https://www.zoopla.co.uk/to-rent/details/49096525/,"Southern Row, London W10",Westways,2,1,11,1,2,0.461,12,0.311,12,0.626,24,0.72,12,0.601,11,0.473,11,0.278,3,1
49113522,1 bed flat to rent,1400,https://www.zoopla.co.uk/to-rent/details/49113522/,"Cedar Road, Sutton SM2",Barnard Marcus - Sutton,1,1,6,1,1,0.48,6,0.467,6,0.802,12,0.478,6,0.606,6,0.425,6,0.151,2,1
49147705,1 bed flat to rent,1600,https://www.zoopla.co.uk/to-rent/details/49147705/,"Bounds Green Road, London N11",Alex Crown Lettings & Estate Agents,1,1,6,1,2,0.533,6,0.571,6,0.683,12,0.675,6,0.55,6,0.486,6,0.508,1,1
49160500,1 bed flat to rent,1300,https://www.zoopla.co.uk/to-rent/details/49160500/,"Hanson Close, Beckenham BR3",Key Property Consultants,1,1,6,0,0,0.421,6,0.258,6,0.586,12,0.696,6,0.521,6,0.576,6,-1.0,0,1
